student_id,item_id,review_index,days_since_last_review,prior_review_count,prior_success_rate,item_difficulty,student_ability,memory_strength_true,recalled
6,29,0,0.9,0,0.651,0.911,0.957,1.301,1
6,30,0,0.81,0,0.35,1.967,0.957,0.701,0
6,30,1,0.49,1,0.175,1.967,0.957,0.35,1
6,30,2,0.63,2,0.141,1.967,0.957,0.283,0
6,31,0,0.68,0,0.525,1.817,0.957,1.049,0
6,31,1,0.74,1,0.262,1.817,0.957,0.525,1
6,31,2,0.48,2,0.229,1.817,0.957,0.458,1
6,31,3,1.13,3,0.2,1.817,0.957,0.4,0
6,31,4,0.44,4,0.15,1.817,0.957,0.3,0
6,32,0,0.3,0,0.684,1.718,0.957,1.367,0
6,32,1,0.38,1,0.342,1.718,0.957,0.684,0
6,32,2,1.17,2,0.171,1.718,0.957,0.342,0
6,32,3,0.32,3,0.15,1.718,0.957,0.3,0
6,32,4,0.76,4,0.15,1.718,0.957,0.3,0
6,33,0,0.66,0,0.504,1.063,0.957,1.009,0
6,33,1,0.66,1,0.252,1.063,0.957,0.504,0
6,33,2,0.39,2,0.15,1.063,0.957,0.3,0
6,33,3,0.43,3,0.15,1.063,0.957,0.3,1
6,33,4,0.47,4,0.224,1.063,0.957,0.448,0
6,33,5,0.42,5,0.15,1.063,0.957,0.3,0
6,34,0,0.92,0,0.347,0.558,0.957,0.694,0
6,34,1,0.4,1,0.174,0.558,0.957,0.347,1
6,34,2,1.43,2,0.493,0.558,0.957,0.987,0
6,34,3,0.97,3,0.247,0.558,0.957,0.493,0
6,35,0,1.37,0,0.698,0.739,0.957,1.396,0
6,35,1,0.51,1,0.349,0.739,0.957,0.698,1
6,35,2,2.17,2,0.749,0.739,0.957,1.499,0
6,35,3,0.53,3,0.375,0.739,0.957,0.749,1
6,35,4,0.61,4,0.804,0.739,0.957,1.608,1
6,35,5,1.0,5,1.0,0.739,0.957,3.452,1
6,35,6,3.94,6,1.0,0.739,0.957,7.41,0
6,36,0,1.21,0,0.289,0.862,0.957,0.579,0
6,36,1,0.71,1,0.15,0.862,0.957,0.3,0
6,36,2,0.41,2,0.15,0.862,0.957,0.3,0
6,37,0,0.42,0,0.255,0.504,0.957,0.509,0
6,38,0,1.95,0,0.473,1.38,0.957,0.946,0
6,38,1,0.53,1,0.236,1.38,0.957,0.473,1
6,38,2,1.33,2,0.272,1.38,0.957,0.544,0
6,38,3,0.63,3,0.15,1.38,0.957,0.3,0
6,39,0,2.77,0,0.665,1.171,0.957,1.329,0
6,40,0,0.57,0,0.373,1.704,0.957,0.747,0
6,41,0,1.13,0,0.392,0.523,0.957,0.784,1
6,41,1,1.45,1,1.0,0.523,0.957,2.38,1
6,41,2,1.32,2,1.0,0.523,0.957,7.225,1
6,41,3,1.49,3,1.0,0.523,0.957,21.937,1
6,41,4,9.7,4,1.0,0.523,0.957,66.606,1
6,41,5,190.07,5,1.0,0.523,0.957,202.23,1
6,41,6,622.93,6,1.0,0.523,0.957,614.015,0
6,41,7,4.28,7,1.0,0.523,0.957,307.008,1
6,42,0,3.26,0,0.405,1.428,0.957,0.81,0
6,43,0,1.32,0,0.405,0.565,0.957,0.81,1
6,43,1,0.73,1,1.0,0.565,0.957,2.275,1
6,43,2,0.43,2,1.0,0.565,0.957,6.395,1
6,43,3,27.13,3,1.0,0.565,0.957,17.972,0
6,43,4,3.6,4,1.0,0.565,0.957,8.986,1
6,44,0,0.69,0,0.704,1.276,0.957,1.408,1
6,44,1,2.18,1,0.876,1.276,0.957,1.752,0
6,44,2,0.35,2,0.438,1.276,0.957,0.876,0
6,44,3,1.04,3,0.219,1.276,0.957,0.438,0
6,45,0,1.49,0,0.632,1.291,0.957,1.264,0
6,45,1,0.36,1,0.316,1.291,0.957,0.632,0
6,45,2,0.33,2,0.158,1.291,0.957,0.316,0
6,45,3,0.57,3,0.15,1.291,0.957,0.3,0
6,45,4,0.35,4,0.15,1.291,0.957,0.3,0
6,45,5,0.32,5,0.15,1.291,0.957,0.3,0
6,46,0,0.68,0,0.385,1.835,0.957,0.77,1
6,46,1,0.92,1,0.333,1.835,0.957,0.666,1
6,46,2,1.11,2,0.288,1.835,0.957,0.576,0
6,46,3,0.51,3,0.15,1.835,0.957,0.3,1
6,46,4,0.56,4,0.13,1.835,0.957,0.259,0
6,46,5,0.39,5,0.15,1.835,0.957,0.3,0
6,47,0,2.31,0,0.3,1.035,0.957,0.601,0
6,47,1,0.36,1,0.15,1.035,0.957,0.3,0
6,47,2,0.62,2,0.15,1.035,0.957,0.3,0
6,47,3,0.49,3,0.15,1.035,0.957,0.3,0
6,47,4,0.45,4,0.15,1.035,0.957,0.3,0
6,48,0,1.33,0,0.338,1.257,0.957,0.676,1
6,48,1,0.45,1,0.427,1.257,0.957,0.854,0
6,48,2,0.6,2,0.213,1.257,0.957,0.427,0
6,48,3,0.32,3,0.15,1.257,0.957,0.3,0
6,48,4,0.42,4,0.15,1.257,0.957,0.3,0
6,48,5,0.41,5,0.15,1.257,0.957,0.3,1
6,48,6,0.33,6,0.189,1.257,0.957,0.379,1
6,49,0,0.51,0,0.524,0.517,0.957,1.049,0
6,49,1,1.61,1,0.262,0.517,0.957,0.524,0
6,49,2,0.32,2,0.15,0.517,0.957,0.3,1
6,49,3,0.68,3,0.461,0.517,0.957,0.921,1
6,49,4,1.85,4,1.0,0.517,0.957,2.828,0
6,49,5,2.31,5,0.707,0.517,0.957,1.414,0
6,49,6,0.58,6,0.353,0.517,0.957,0.707,1
6,50,0,0.93,0,0.584,0.571,0.957,1.169,1
6,50,1,1.19,1,1.0,0.571,0.957,3.251,0
6,50,2,1.43,2,0.813,0.571,0.957,1.625,1
6,50,3,1.23,3,1.0,0.571,0.957,4.521,1
6,50,4,3.78,4,1.0,0.571,0.957,12.576,0
6,50,5,0.67,5,1.0,0.571,0.957,6.288,1
6,50,6,27.97,6,1.0,0.571,0.957,17.492,1
6,51,0,0.55,0,0.324,0.685,0.957,0.647,1
6,51,1,1.79,1,0.75,0.685,0.957,1.5,0
6,52,0,1.12,0,0.277,1.355,0.957,0.554,0
6,52,1,0.85,1,0.15,1.355,0.957,0.3,0
6,52,2,0.47,2,0.15,1.355,0.957,0.3,0
6,53,0,3.36,0,0.571,0.596,0.957,1.143,0
6,53,1,0.57,1,0.286,0.596,0.957,0.571,1
6,54,0,0.9,0,0.387,1.145,0.957,0.775,1
6,55,0,1.62,0,0.607,0.885,0.957,1.214,0
6,55,1,0.33,1,0.303,0.885,0.957,0.607,0
6,56,0,0.61,0,0.577,0.559,0.957,1.155,0
6,57,0,0.41,0,0.354,1.104,0.957,0.708,1
6,57,1,1.25,1,0.509,1.104,0.957,1.018,1
6,57,2,2.33,2,0.732,1.104,0.957,1.463,0
6,58,0,1.21,0,0.426,1.278,0.957,0.852,0
6,58,1,0.46,1,0.213,1.278,0.957,0.426,1
6,59,0,1.26,0,0.56,0.684,0.957,1.12,1
6,59,1,1.55,1,1.0,0.684,0.957,2.597,1
6,59,2,1.08,2,1.0,0.684,0.957,6.022,1
6,59,3,7.9,3,1.0,0.684,0.957,13.966,0
6,59,4,3.5,4,1.0,0.684,0.957,6.983,1
7,0,0,1.02,0,0.7,0.784,0.415,1.401,1
7,0,1,0.84,1,1.0,0.784,0.415,2.547,1
7,1,0,0.35,0,0.375,1.044,0.415,0.751,0
7,1,1,0.52,1,0.188,1.044,0.415,0.375,0
7,1,2,0.38,2,0.15,1.044,0.415,0.3,0
7,1,3,0.31,3,0.15,1.044,0.415,0.3,0
7,1,4,0.46,4,0.15,1.044,0.415,0.3,1
7,1,5,0.95,5,0.205,1.044,0.415,0.409,0
7,1,6,0.36,6,0.15,1.044,0.415,0.3,0
7,2,0,0.74,0,0.432,1.107,0.415,0.864,0
7,2,1,0.42,1,0.216,1.107,0.415,0.432,0
7,2,2,0.38,2,0.15,1.107,0.415,0.3,0
7,2,3,0.72,3,0.15,1.107,0.415,0.3,0
7,3,0,0.63,0,0.472,1.424,0.415,0.944,1
7,3,1,0.72,1,0.472,1.424,0.415,0.944,1
7,3,2,1.02,2,0.472,1.424,0.415,0.944,0
7,3,3,0.41,3,0.236,1.424,0.415,0.472,1
7,4,0,2.23,0,0.698,0.535,0.415,1.397,1
7,4,1,0.39,1,1.0,0.535,0.415,3.722,1
7,4,2,10.03,2,1.0,0.535,0.415,9.92,0
7,4,3,5.43,3,1.0,0.535,0.415,4.96,1
7,4,4,16.89,4,1.0,0.535,0.415,13.219,1
7,5,0,0.92,0,0.479,1.839,0.415,0.959,1
7,5,1,0.45,1,0.371,1.839,0.415,0.743,1
7,5,2,0.48,2,0.288,1.839,0.415,0.575,1
7,5,3,0.45,3,0.223,1.839,0.415,0.446,0
7,5,4,0.52,4,0.15,1.839,0.415,0.3,0
7,5,5,0.31,5,0.15,1.839,0.415,0.3,0
7,6,0,1.51,0,0.449,1.269,0.415,0.898,1
7,6,1,0.37,1,0.504,1.269,0.415,1.008,1
7,6,2,1.32,2,0.566,1.269,0.415,1.132,1
7,6,3,2.17,3,0.635,1.269,0.415,1.271,0
7,6,4,1.71,4,0.318,1.269,0.415,0.635,0
7,7,0,0.34,0,0.356,0.908,0.415,0.713,0
7,7,1,0.36,1,0.178,0.908,0.415,0.356,0
7,7,2,0.33,2,0.15,0.908,0.415,0.3,1
7,7,3,0.57,3,0.235,0.908,0.415,0.471,0
7,7,4,0.5,4,0.15,0.908,0.415,0.3,0
7,8,0,3.71,0,0.748,1.755,0.415,1.495,0
7,8,1,0.72,1,0.374,1.755,0.415,0.748,0
7,8,2,0.7,2,0.187,1.755,0.415,0.374,0
7,8,3,0.97,3,0.15,1.755,0.415,0.3,0
7,8,4,0.63,4,0.15,1.755,0.415,0.3,0
7,8,5,0.42,5,0.15,1.755,0.415,0.3,1
7,8,6,0.38,6,0.122,1.755,0.415,0.243,0
7,9,0,0.46,0,0.268,1.239,0.415,0.537,1
7,9,1,0.52,1,0.309,1.239,0.415,0.617,1
7,9,2,0.32,2,0.355,1.239,0.415,0.71,0
7,9,3,0.37,3,0.178,1.239,0.415,0.355,0
7,9,4,0.41,4,0.15,1.239,0.415,0.3,0
7,9,5,0.43,5,0.15,1.239,0.415,0.3,0
7,9,6,0.45,6,0.15,1.239,0.415,0.3,0
7,9,7,0.65,7,0.15,1.239,0.415,0.3,1
7,10,0,0.59,0,0.5,1.581,0.415,1.0,0
7,10,1,0.41,1,0.25,1.581,0.415,0.5,0
7,10,2,0.5,2,0.15,1.581,0.415,0.3,0
7,10,3,0.37,3,0.15,1.581,0.415,0.3,0
7,11,0,1.18,0,0.565,1.232,0.415,1.13,0
7,12,0,0.59,0,0.31,0.502,0.415,0.62,0
7,13,0,1.51,0,0.472,1.413,0.415,0.944,0
7,14,0,1.02,0,0.309,1.842,0.415,0.618,0
7,14,1,0.38,1,0.154,1.842,0.415,0.309,1
7,14,2,0.56,2,0.119,1.842,0.415,0.239,0
7,15,0,0.67,0,0.636,1.771,0.415,1.272,1
7,15,1,0.57,1,0.511,1.771,0.415,1.023,1
7,15,2,0.52,2,0.411,1.771,0.415,0.822,0
7,15,3,1.32,3,0.206,1.771,0.415,0.411,0
7,15,4,0.34,4,0.15,1.771,0.415,0.3,0
7,15,5,0.45,5,0.15,1.771,0.415,0.3,0
7,15,6,0.79,6,0.15,1.771,0.415,0.3,0
7,16,0,1.98,0,0.552,1.233,0.415,1.103,0
7,16,1,1.71,1,0.276,1.233,0.415,0.552,0
7,17,0,0.88,0,0.356,1.034,0.415,0.713,0
7,17,1,0.52,1,0.178,1.034,0.415,0.356,1
7,17,2,0.35,2,0.246,1.034,0.415,0.491,0
7,17,3,0.53,3,0.15,1.034,0.415,0.3,0
7,17,4,0.52,4,0.15,1.034,0.415,0.3,0
7,17,5,0.45,5,0.15,1.034,0.415,0.3,0
7,18,0,1.75,0,0.571,0.916,0.415,1.143,1
7,18,1,0.78,1,0.889,0.916,0.415,1.777,0
7,19,0,1.28,0,0.506,1.979,0.415,1.013,0
7,19,1,0.33,1,0.253,1.979,0.415,0.506,0
7,20,0,1.02,0,0.406,1.621,0.415,0.812,1
7,20,1,1.37,1,0.357,1.621,0.415,0.713,0
7,20,2,0.33,2,0.178,1.621,0.415,0.357,0
7,20,3,0.36,3,0.15,1.621,0.415,0.3,0
7,20,4,0.32,4,0.15,1.621,0.415,0.3,0
7,20,5,0.63,5,0.15,1.621,0.415,0.3,0
7,21,0,1.56,0,0.49,0.51,0.415,0.98,0
7,21,1,0.5,1,0.245,0.51,0.415,0.49,1
7,21,2,3.25,2,0.684,0.51,0.415,1.369,0
7,21,3,1.58,3,0.342,0.51,0.415,0.684,1
7,21,4,2.15,4,0.956,0.51,0.415,1.912,0
7,21,5,0.82,5,0.478,0.51,0.415,0.956,0
7,21,6,0.35,6,0.239,0.51,0.415,0.478,0
7,22,0,0.44,0,0.583,0.813,0.415,1.165,0
7,22,1,0.36,1,0.291,0.813,0.415,0.583,1
7,22,2,0.31,2,0.51,0.813,0.415,1.021,0
7,22,3,0.35,3,0.255,0.813,0.415,0.51,0
7,22,4,0.45,4,0.15,0.813,0.415,0.3,0
7,22,5,0.53,5,0.15,0.813,0.415,0.3,0
7,23,0,0.5,0,0.29,0.522,0.415,0.581,0
7,23,1,0.53,1,0.15,0.522,0.415,0.3,0
7,23,2,0.32,2,0.15,0.522,0.415,0.3,0
7,23,3,0.45,3,0.15,0.522,0.415,0.3,0
7,23,4,0.39,4,0.15,0.522,0.415,0.3,1
7,24,0,0.82,0,0.652,1.012,0.415,1.303,1
7,24,1,1.61,1,0.918,1.012,0.415,1.835,1
7,24,2,0.93,2,1.0,1.012,0.415,2.585,1
7,25,0,0.45,0,0.446,1.518,0.415,0.892,1
7,25,1,0.92,1,0.418,1.518,0.415,0.837,1
7,25,2,0.37,2,0.393,1.518,0.415,0.785,0
7,25,3,0.4,3,0.196,1.518,0.415,0.393,1
7,25,4,0.31,4,0.184,1.518,0.415,0.368,1
7,26,0,0.56,0,0.302,0.585,0.415,0.603,0
7,27,0,0.47,0,0.285,1.48,0.415,0.57,0
7,27,1,0.41,1,0.15,1.48,0.415,0.3,0
7,27,2,0.91,2,0.15,1.48,0.415,0.3,0
7,27,3,0.47,3,0.15,1.48,0.415,0.3,0
7,27,4,0.34,4,0.15,1.48,0.415,0.3,0
7,27,5,0.5,5,0.15,1.48,0.415,0.3,0
7,27,6,0.48,6,0.15,1.48,0.415,0.3,0
7,28,0,1.55,0,0.482,0.601,0.415,0.965,1
7,28,1,4.21,1,1.0,0.601,0.415,2.287,1
7,28,2,4.24,2,1.0,0.601,0.415,5.423,0
7,28,3,0.58,3,1.0,0.601,0.415,2.712,1
7,28,4,2.66,4,1.0,0.601,0.415,6.429,1
7,28,5,3.95,5,1.0,0.601,0.415,15.243,1
7,28,6,21.94,6,1.0,0.601,0.415,36.142,1
7,29,0,0.31,0,0.742,1.145,0.415,1.484,0
7,30,0,1.25,0,0.72,0.548,0.415,1.44,0
7,30,1,0.57,1,0.36,0.548,0.415,0.72,0
7,30,2,0.32,2,0.18,0.548,0.415,0.36,1
7,31,0,0.54,0,0.442,1.598,0.415,0.884,1
7,31,1,0.39,1,0.394,1.598,0.415,0.788,1
7,32,0,4.13,0,0.674,1.236,0.415,1.349,0
7,32,1,0.55,1,0.337,1.236,0.415,0.674,0
7,32,2,0.64,2,0.169,1.236,0.415,0.337,0
7,32,3,0.31,3,0.15,1.236,0.415,0.3,0
7,32,4,0.32,4,0.15,1.236,0.415,0.3,0
7,33,0,0.34,0,0.616,1.504,0.415,1.232,1
7,33,1,0.73,1,0.584,1.504,0.415,1.168,0
7,33,2,0.81,2,0.292,1.504,0.415,0.584,0
7,33,3,0.61,3,0.15,1.504,0.415,0.3,0
7,33,4,0.39,4,0.15,1.504,0.415,0.3,0
7,33,5,0.48,5,0.15,1.504,0.415,0.3,0
7,33,6,0.44,6,0.15,1.504,0.415,0.3,0
7,34,0,2.44,0,0.441,0.746,0.415,0.881,0
7,34,1,0.78,1,0.22,0.746,0.415,0.441,0
7,34,2,0.32,2,0.15,0.746,0.415,0.3,0
7,34,3,0.62,3,0.15,0.746,0.415,0.3,0
7,35,0,1.25,0,0.741,0.892,0.415,1.482,1
7,35,1,0.83,1,1.0,0.892,0.415,2.367,0
7,35,2,3.66,2,0.592,0.892,0.415,1.184,0
7,35,3,0.37,3,0.296,0.892,0.415,0.592,1
7,35,4,1.99,4,0.473,0.892,0.415,0.945,0
7,35,5,0.74,5,0.236,0.892,0.415,0.473,0
7,35,6,0.54,6,0.15,0.892,0.415,0.3,0
7,35,7,0.42,7,0.15,0.892,0.415,0.3,0
7,36,0,1.39,0,0.669,1.688,0.415,1.339,0
7,37,0,0.54,0,0.53,1.413,0.415,1.06,0
7,37,1,0.34,1,0.265,1.413,0.415,0.53,0
7,38,0,0.34,0,0.298,1.531,0.415,0.596,0
7,38,1,0.32,1,0.15,1.531,0.415,0.3,0
7,39,0,1.13,0,0.586,0.585,0.415,1.173,0
7,40,0,1.3,0,0.559,1.21,0.415,1.118,1
7,40,1,0.56,1,0.658,1.21,0.415,1.316,1
7,41,0,0.43,0,0.357,1.618,0.415,0.714,0
7,41,1,0.71,1,0.178,1.618,0.415,0.357,0
7,41,2,0.32,2,0.15,1.618,0.415,0.3,0
7,41,3,0.32,3,0.15,1.618,0.415,0.3,1
7,42,0,3.25,0,0.74,1.96,0.415,1.48,0
7,42,1,0.36,1,0.37,1.96,0.415,0.74,1
7,42,2,0.54,2,0.269,1.96,0.415,0.538,0
7,42,3,0.42,3,0.15,1.96,0.415,0.3,0
7,42,4,0.52,4,0.15,1.96,0.415,0.3,0
7,42,5,0.39,5,0.15,1.96,0.415,0.3,0
7,42,6,0.71,6,0.15,1.96,0.415,0.3,0
7,42,7,0.42,7,0.15,1.96,0.415,0.3,1
7,43,0,0.61,0,0.369,0.515,0.415,0.738,0
7,43,1,0.45,1,0.185,0.515,0.415,0.369,0
7,43,2,0.68,2,0.15,0.515,0.415,0.3,0
7,43,3,0.5,3,0.15,0.515,0.415,0.3,0
7,43,4,0.38,4,0.15,0.515,0.415,0.3,1
7,43,5,0.44,5,0.415,0.515,0.415,0.83,0
7,43,6,1.17,6,0.208,0.515,0.415,0.415,0
7,43,7,0.31,7,0.15,0.515,0.415,0.3,0
7,44,0,0.82,0,0.703,1.298,0.415,1.405,0
7,44,1,0.36,1,0.351,1.298,0.415,0.703,0
7,44,2,0.42,2,0.176,1.298,0.415,0.351,0
7,44,3,0.81,3,0.15,1.298,0.415,0.3,0
7,45,0,0.6,0,0.592,1.44,0.415,1.185,0
7,45,1,0.75,1,0.296,1.44,0.415,0.592,0
7,46,0,1.04,0,0.336,0.863,0.415,0.672,0
7,47,0,0.65,0,0.742,1.519,0.415,1.485,1
7,47,1,3.75,1,0.696,1.519,0.415,1.393,0
7,47,2,0.86,2,0.348,1.519,0.415,0.696,0
7,47,3,0.49,3,0.174,1.519,0.415,0.348,0
7,48,0,0.33,0,0.602,0.68,0.415,1.204,1
7,48,1,0.94,1,1.0,0.68,0.415,2.52,0
7,48,2,0.7,2,0.63,0.68,0.415,1.26,1
7,49,0,0.38,0,0.303,1.843,0.415,0.606,0
7,49,1,0.4,1,0.151,1.843,0.415,0.303,0
7,49,2,0.33,2,0.15,1.843,0.415,0.3,0
7,50,0,0.31,0,0.438,1.221,0.415,0.876,0
7,50,1,0.6,1,0.219,1.221,0.415,0.438,0
7,50,2,0.35,2,0.15,1.221,0.415,0.3,0
7,50,3,1.15,3,0.15,1.221,0.415,0.3,0
7,50,4,0.33,4,0.15,1.221,0.415,0.3,0
7,50,5,0.46,5,0.15,1.221,0.415,0.3,0
7,50,6,0.39,6,0.15,1.221,0.415,0.3,1
7,51,0,0.97,0,0.425,0.846,0.415,0.851,0
7,51,1,0.56,1,0.213,0.846,0.415,0.425,0
7,51,2,0.53,2,0.15,0.846,0.415,0.3,0
7,51,3,0.33,3,0.15,0.846,0.415,0.3,1
7,51,4,0.37,4,0.253,0.846,0.415,0.505,0
7,51,5,0.3,5,0.15,0.846,0.415,0.3,0
7,51,6,0.47,6,0.15,0.846,0.415,0.3,0
7,51,7,0.37,7,0.15,0.846,0.415,0.3,1
7,52,0,0.48,0,0.699,0.646,0.415,1.398,1
7,53,0,0.96,0,0.631,1.963,0.415,1.261,0
7,53,1,0.69,1,0.315,1.963,0.415,0.631,1
7,53,2,0.55,2,0.229,1.963,0.415,0.458,0
7,54,0,1.21,0,0.605,0.729,0.415,1.21,0
7,54,1,0.56,1,0.303,0.729,0.415,0.605,0
7,55,0,1.89,0,0.445,0.561,0.415,0.891,0
7,55,1,0.3,1,0.223,0.561,0.415,0.445,0
7,55,2,0.36,2,0.15,0.561,0.415,0.3,0
7,55,3,0.5,3,0.15,0.561,0.415,0.3,1
7,55,4,1.21,4,0.381,0.561,0.415,0.762,1
7,55,5,1.75,5,0.968,0.561,0.415,1.935,0
7,55,6,0.58,6,0.484,0.561,0.415,0.968,1
7,56,0,1.1,0,0.544,0.604,0.415,1.089,1
7,57,0,0.45,0,0.263,0.839,0.415,0.525,0
7,57,1,0.69,1,0.15,0.839,0.415,0.3,0
7,57,2,0.45,2,0.15,0.839,0.415,0.3,0
7,58,0,0.59,0,0.285,1.54,0.415,0.571,0
7,58,1,0.55,1,0.15,1.54,0.415,0.3,0
7,58,2,0.3,2,0.15,1.54,0.415,0.3,1
7,58,3,0.33,3,0.139,1.54,0.415,0.278,0
7,58,4,0.6,4,0.15,1.54,0.415,0.3,0
7,59,0,0.78,0,0.68,1.46,0.415,1.36,1
7,59,1,2.17,1,0.664,1.46,0.415,1.327,0
7,59,2,0.37,2,0.332,1.46,0.415,0.664,0
8,0,0,1.43,0,0.663,0.598,0.93,1.325,0
8,0,1,1.39,1,0.331,0.598,0.93,0.663,0
8,0,2,0.42,2,0.166,0.598,0.93,0.331,0
8,0,3,0.34,3,0.15,0.598,0.93,0.3,0
8,0,4,0.34,4,0.15,0.598,0.93,0.3,1
8,0,5,0.32,5,0.396,0.598,0.93,0.793,0
8,0,6,0.49,6,0.198,0.598,0.93,0.396,0
8,0,7,0.68,7,0.15,0.598,0.93,0.3,0
8,1,0,0.45,0,0.75,1.292,0.93,1.5,1
8,1,1,1.08,1,0.917,1.292,0.93,1.833,1
8,1,2,2.75,2,1.0,1.292,0.93,2.241,0
8,1,3,0.39,3,0.56,1.292,0.93,1.12,1
8,1,4,1.6,4,0.685,1.292,0.93,1.37,0
8,1,5,0.54,5,0.342,1.292,0.93,0.685,0
8,1,6,0.43,6,0.171,1.292,0.93,0.342,0
8,1,7,0.34,7,0.15,1.292,0.93,0.3,1
8,2,0,0.66,0,0.738,1.237,0.93,1.476,1
8,2,1,4.42,1,0.942,1.237,0.93,1.883,0
8,2,2,0.87,2,0.471,1.237,0.93,0.942,1
8,2,3,0.57,3,0.601,1.237,0.93,1.202,1
8,2,4,2.34,4,0.767,1.237,0.93,1.533,0
8,2,5,0.54,5,0.383,1.237,0.93,0.767,1
8,2,6,0.35,6,0.489,1.237,0.93,0.978,1
8,2,7,0.95,7,0.624,1.237,0.93,1.249,0
8,3,0,1.12,0,0.409,1.832,0.93,0.818,1
8,3,1,0.72,1,0.353,1.832,0.93,0.705,1
8,3,2,0.36,2,0.304,1.832,0.93,0.608,1
8,4,0,2.43,0,0.743,0.675,0.93,1.486,0
8,4,1,0.51,1,0.371,0.675,0.93,0.743,0
8,4,2,0.59,2,0.186,0.675,0.93,0.371,1
8,4,3,0.78,3,0.434,0.675,0.93,0.869,1
8,4,4,1.56,4,1.0,0.675,0.93,2.031,1
8,4,5,7.84,5,1.0,0.675,0.93,4.748,0
8,4,6,2.48,6,1.0,0.675,0.93,2.374,0
8,4,7,0.49,7,0.593,0.675,0.93,1.187,0
8,5,0,1.73,0,0.629,1.528,0.93,1.259,1
8,5,1,0.31,1,0.65,1.528,0.93,1.301,1
8,5,2,0.61,2,0.672,1.528,0.93,1.344,0
8,5,3,0.87,3,0.336,1.528,0.93,0.672,1
8,5,4,0.81,4,0.347,1.528,0.93,0.694,1
8,5,5,0.44,5,0.358,1.528,0.93,0.717,0
8,6,0,0.43,0,0.61,1.898,0.93,1.221,0
8,6,1,1.16,1,0.305,1.898,0.93,0.61,0
8,6,2,0.39,2,0.153,1.898,0.93,0.305,1
8,6,3,0.66,3,0.127,1.898,0.93,0.254,0
8,7,0,0.47,0,0.713,1.413,0.93,1.427,1
8,7,1,0.53,1,0.797,1.413,0.93,1.594,1
8,7,2,1.86,2,0.891,1.413,0.93,1.782,1
8,7,3,4.65,3,0.995,1.413,0.93,1.991,0
8,7,4,0.73,4,0.498,1.413,0.93,0.995,1
8,7,5,0.43,5,0.556,1.413,0.93,1.112,1
8,8,0,0.58,0,0.261,1.306,0.93,0.523,0
8,9,0,1.26,0,0.445,0.642,0.93,0.89,0
8,9,1,0.42,1,0.223,0.642,0.93,0.445,0
8,9,2,0.54,2,0.15,0.642,0.93,0.3,0
8,10,0,1.36,0,0.449,1.489,0.93,0.898,1
8,10,1,2.62,1,0.476,1.489,0.93,0.952,0
8,10,2,0.45,2,0.238,1.489,0.93,0.476,1
8,10,3,0.42,3,0.253,1.489,0.93,0.505,1
8,10,4,0.71,4,0.268,1.489,0.93,0.536,0
8,10,5,0.63,5,0.15,1.489,0.93,0.3,0
8,11,0,0.71,0,0.494,0.619,0.93,0.988,1
8,11,1,0.9,1,1.0,0.619,0.93,2.521,1
8,11,2,9.19,2,1.0,0.619,0.93,6.432,1
8,11,3,5.15,3,1.0,0.619,0.93,16.413,1
8,11,4,9.53,4,1.0,0.619,0.93,41.881,1
8,12,0,1.32,0,0.485,1.195,0.93,0.97,0
8,12,1,0.56,1,0.243,1.195,0.93,0.485,0
8,12,2,0.49,2,0.15,1.195,0.93,0.3,0
8,12,3,0.3,3,0.15,1.195,0.93,0.3,1
8,12,4,0.49,4,0.198,1.195,0.93,0.396,0
8,12,5,0.66,5,0.15,1.195,0.93,0.3,0
8,12,6,0.32,6,0.15,1.195,0.93,0.3,0
8,13,0,1.77,0,0.435,0.732,0.93,0.87,1
8,13,1,1.52,1,0.938,0.732,0.93,1.875,1
8,13,2,5.91,2,1.0,0.732,0.93,4.044,0
8,13,3,0.65,3,1.0,0.732,0.93,2.022,1
8,13,4,1.91,4,1.0,0.732,0.93,4.36,0
8,13,5,1.23,5,1.0,0.732,0.93,2.18,0
8,13,6,1.01,6,0.545,0.732,0.93,1.09,1
8,14,0,0.56,0,0.518,0.898,0.93,1.036,0
8,14,1,0.62,1,0.259,0.898,0.93,0.518,0
8,15,0,0.62,0,0.5,1.941,0.93,1.0,1
8,15,1,0.74,1,0.407,1.941,0.93,0.813,0
8,16,0,1.76,0,0.456,1.151,0.93,0.912,0
8,16,1,1.34,1,0.228,1.151,0.93,0.456,0
8,16,2,0.35,2,0.15,1.151,0.93,0.3,0
8,17,0,0.45,0,0.267,1.319,0.93,0.534,0
8,17,1,0.33,1,0.15,1.319,0.93,0.3,1
8,17,2,0.72,2,0.18,1.319,0.93,0.359,0
8,17,3,0.48,3,0.15,1.319,0.93,0.3,0
8,17,4,0.32,4,0.15,1.319,0.93,0.3,0
8,17,5,0.53,5,0.15,1.319,0.93,0.3,0
8,17,6,0.3,6,0.15,1.319,0.93,0.3,0
8,18,0,0.72,0,0.486,1.384,0.93,0.971,1
8,18,1,1.07,1,0.554,1.384,0.93,1.108,0
8,18,2,1.22,2,0.277,1.384,0.93,0.554,0
8,19,0,1.12,0,0.357,1.511,0.93,0.715,0
8,19,1,0.85,1,0.179,1.511,0.93,0.357,0
8,19,2,0.46,2,0.15,1.511,0.93,0.3,0
8,19,3,0.38,3,0.15,1.511,0.93,0.3,0
8,19,4,0.35,4,0.15,1.511,0.93,0.3,0
